epsilon,J_SAA,J_DRO,OOS_SAA,OOS_DRO
0.0001,-0.011202777660102822,0.11375105220568114,-0.008177777966513783,-0.009589161477216482
0.0001438449888287663,-0.011202777660102822,0.11379489719450991,-0.008177777966513783,-0.009589161477216482
0.00020691380811147902,-0.011202777660102822,0.11385796601379262,-0.008177777966513783,-0.009589161477216482
0.00029763514416313193,-0.011202777660102822,0.11394868734984427,-0.008177777966513783,-0.009589161477216482
0.00042813323987193956,-0.011202777660102822,0.11407918544555308,-0.008177777966513783,-0.009589161477216482
0.0006158482110660267,-0.011202777660102822,0.11426690041674717,-0.008177777966513783,-0.009589161477216482
0.0008858667904100823,-0.011202777660102822,0.11453691899609122,-0.008177777966513783,-0.009589161477216482
0.0012742749857031334,-0.011202777660102822,0.11492532719138428,-0.008177777966513783,-0.009589161477216482
0.0018329807108324356,-0.011202777660102822,0.11548403291651357,-0.008177777966513783,-0.009589161477216482
0.0026366508987303583,-0.011202777660102822,0.1162877031044115,-0.008177777966513783,-0.009589161477216482
0.00379269019073225,-0.011202777660102822,0.11744374239641339,-0.008177777966513783,-0.009589161477216482
0.005455594781168515,-0.011202777660102822,0.11910664698684965,-0.008177777966513783,-0.009589161477216482
0.007847599703514606,-0.011202777660102822,0.12149865190919575,-0.008177777966513783,-0.009589161477216482
0.011288378916846883,-0.011202777660102822,0.12493943112252802,-0.008177777966513783,-0.009589161477216482
0.01623776739188721,-0.011202777660102822,0.12988881959756834,-0.008177777966513783,-0.009589161477216482
0.023357214690901212,-0.011202777660102822,0.13700826689658235,-0.008177777966513783,-0.009589161477216482
0.03359818286283781,-0.011202777660102822,0.14724923506851895,-0.008177777966513783,-0.009589161477216482
0.04832930238571752,-0.011202777660102822,0.16198035459139865,-0.008177777966513783,-0.009589161477216482
0.06951927961775606,-0.011202777660102822,0.1831703318234372,-0.008177777966513783,-0.009589161477216482
0.1,-0.011202777660102822,0.21365105220568115,-0.008177777966513783,-0.009589161477216482
