epsilon,J_SAA,J_DRO,OOS_SAA,OOS_DRO
0.0001,-0.3026298536696127,-0.3025298529416659,-0.30308615588429416,-0.303086154973896
0.0001438449888287663,-0.3026298536696127,-0.30248600837157114,-0.30308615588429416,-0.30308615543584955
0.00020691380811147902,-0.3026298536696127,-0.30242293978023,-0.30308615588429416,-0.30308615568358427
0.00029763514416313193,-0.3026298536696127,-0.3023322185734446,-0.30308615588429416,-0.30308615580735876
0.00042813323987193956,-0.3026298536696127,-0.3022017205744437,-0.30308615588429416,-0.30308615585639215
0.0006158482110660267,-0.3026298536696127,-0.30201400579735727,-0.30308615588429416,-0.30308615591142507
0.0008858667904100823,-0.3026298536696127,-0.30174398768156796,-0.30308615588429416,-0.3030861560807693
0.0012742749857031334,-0.3026298536696127,-0.30135557891001896,-0.30308615588429416,-0.303086155048551
0.0018329807108324356,-0.3026298536696127,-0.30079687287490064,-0.30308615588429416,-0.3030861557592324
0.0026366508987303583,-0.3026298536696127,-0.29999320136184854,-0.30308615588429416,-0.303086154277706
0.00379269019073225,-0.3026298536696127,-0.2988371610935684,-0.30308615588429416,-0.3030861531862123
0.005455594781168515,-0.3026298536696127,-0.29717425653268054,-0.30308615588429416,-0.30308615323191246
0.007847599703514606,-0.3026298536696127,-0.2947822525871022,-0.30308615588429416,-0.3030861544111035
0.011288378916846883,-0.3026298536696127,-0.29134146786433235,-0.30308615588429416,-0.30308614744156337
0.01623776739188721,-0.3026298536696127,-0.28639208258583665,-0.30308615588429416,-0.30308613567838694
0.023357214690901212,-0.3026298536696127,-0.27977185797662085,-0.30308615588429416,-0.29777619446868153
0.03359818286283781,-0.3026298536696127,-0.2718218235689369,-0.30308615588429416,-0.2889237453845162
0.04832930238571752,-0.3026298536696127,-0.2621257175796325,-0.30308615588429416,-0.2816746554160025
0.06951927961775606,-0.3026298536696127,-0.24915189534569587,-0.30308615588429416,-0.277695633246203
0.1,-0.3026298536696127,-0.23106405477361228,-0.30308615588429416,-0.2751670422554213
