epsilon,OOS_SAA,OOS_DRO,pct_gain
0.0001,-0.3030861558842942,-0.3030861559639018,2.6265666295087003e-08
0.0001438449888287663,-0.3030861558842942,-0.3030861559642063,2.6366125738249326e-08
0.00020691380811147902,-0.3030861558842942,-0.3030861559645287,2.6472501024646182e-08
0.00029763514416313193,-0.3030861558842942,-0.3030861559649181,2.660098288312999e-08
0.00042813323987193956,-0.3030861558842942,-0.30308615596461436,2.650076153892138e-08
0.0006158482110660267,-0.3030861558842942,-0.3030861559634314,2.611046240787506e-08
0.0008858667904100823,-0.3030861558842942,-0.3030861559109154,8.78337882591412e-09
0.0012742749857031334,-0.3030861558842942,-0.30308615588435495,2.0036942720069326e-11
0.0018329807108324356,-0.3030861558842942,-0.3030861559614411,2.545378549353743e-08
0.0026366508987303583,-0.3030861558842942,-0.3030861559604117,2.511414649371936e-08
0.00379269019073225,-0.3030861558842942,-0.303086155952668,2.255919819795681e-08
0.005455594781168515,-0.3030861558842942,-0.30308615577247744,-3.689273689611361e-08
0.007847599703514606,-0.3030861558842942,-0.30308615594494664,2.00116126544552e-08
0.011288378916846883,-0.3030861558842942,-0.30308615592222143,1.251367513371964e-08
0.01623776739188721,-0.3030861558842942,-0.30308615594867655,2.124225456967174e-08
0.023357214690901212,-0.3030861558842942,-0.2977744324753006,-1.7525457055258584
0.03359818286283781,-0.3030861558842942,-0.2889123348718451,-4.676498987918177
0.04832930238571752,-0.3030861558842942,-0.2816776401126382,-7.063508298224258
0.06951927961775606,-0.3030861558842942,-0.2776859481543615,-8.3805238994913
0.1,-0.3030861558842942,-0.27517309559469194,-9.209612431211912
