epsilon,OOS_SAA,OOS_DRO,pct_gain
0.0001,-0.1577665102197969,-0.15776651021981042,8.567702553589945e-12
0.0001438449888287663,-0.1577665102197969,-0.15776651021985913,3.9443098819607095e-11
0.00020691380811147902,-0.1577665102197969,-0.15776651021992677,8.231679722432722e-11
0.00029763514416313193,-0.1577665102197969,-0.15776651021996516,1.0664766505105185e-10
0.00042813323987193956,-0.1577665102197969,-0.15776651022008628,1.8342272448404264e-10
0.0006158482110660267,-0.1577665102197969,-0.1577665102206479,5.393958116900774e-10
0.0008858667904100823,-0.1577665102197969,-0.15776651022174817,1.236810318115976e-09
0.0012742749857031334,-0.1577665102197969,-0.15776651022064556,5.379180149457211e-10
0.0018329807108324356,-0.1577665102197969,-0.1577665102239317,2.6208373404792634e-09
0.0026366508987303583,-0.1577665102197969,-0.15776651022314078,2.119512387774748e-09
0.00379269019073225,-0.1577665102197969,-0.15786503731176935,0.06245120833006876
0.005455594781168515,-0.1577665102197969,-0.15823774756416495,0.2986928871732851
0.007847599703514606,-0.1577665102197969,-0.15777932628214272,0.008123436544274647
0.011288378916846883,-0.1577665102197969,-0.157452419165685,-0.19908601240802823
0.01623776739188721,-0.1577665102197969,-0.15885664048806508,0.690976980316947
0.023357214690901212,-0.1577665102197969,-0.1599754919461776,1.4001588317464833
0.03359818286283781,-0.1577665102197969,-0.15992022393660235,1.3651273098485492
0.04832930238571752,-0.1577665102197969,-0.16032121841243213,1.6192968894831137
0.06951927961775606,-0.1577665102197969,-0.1612497015153777,2.207814124003947
0.1,-0.1577665102197969,-0.16186710027117773,2.599151141562286
